                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     44,                 1.2743,                 2.0718,                0.16378,                0.69077,                 1.0801,                0.90178,                0.91827,                0.94212,                 0.5574,                0.87389,                  0.675,                0.75356,                0.45939,                 1.4785,                 2.6393,                0.04894,                0.69258,                 1.1546,              0.0078715,              0.0078715,              0.0078715
                     45,                 1.2839,                 1.8514,                0.27979,                0.67165,                 1.0748,                0.91046,                   0.85,                0.90727,                 0.4944,                0.85015,                  0.675,                0.72626,                0.44473,                 1.6708,                 2.8158,                 0.0348,                0.73127,                  1.256,               0.007822,               0.007822,               0.007822
                     46,                  1.192,                  1.704,                0.20161,                0.66666,                 1.0391,                0.96168,                    0.8,                0.91702,                0.52725,                0.79244,                0.66829,                0.71154,                0.47058,                 1.4779,                 2.6489,                0.03003,                0.69072,                 1.1884,              0.0077725,              0.0077725,              0.0077725
                     47,                 1.1454,                 1.8109,                0.20062,                0.63724,                 1.0093,                0.98569,                    0.8,                0.91381,                0.53076,                0.84666,                    0.7,                0.75207,                 0.4781,                 1.5291,                  2.568,                0.04327,                0.68254,                 1.1934,               0.007723,               0.007723,               0.007723
                     48,                 1.2104,                 1.8495,                0.23408,                0.66525,                 1.0356,                0.98569,                    0.8,                0.91381,                0.53076,                0.84666,                    0.7,                0.75207,                 0.4781,                 1.5291,                  2.568,                0.04327,                0.68254,                 1.1934,              0.0076735,              0.0076735,              0.0076735
                     49,                 1.1942,                 1.7785,                0.25458,                0.65315,                 1.0422,                0.94163,                0.80675,                0.91534,                0.51377,                0.78907,                  0.675,                0.73707,                0.48774,                 1.5645,                 2.5713,                0.03503,                0.70946,                 1.2083,               0.007624,               0.007624,               0.007624
                     50,                 1.2171,                 1.8044,                0.25828,                0.66751,                 1.0611,                0.98435,                    0.8,                0.89317,                0.53522,                0.79978,                   0.65,                0.70561,                0.49755,                 1.4963,                 2.5451,                0.02632,                0.72444,                 1.1716,              0.0075745,              0.0075745,              0.0075745
                     51,                 1.1604,                 1.6317,                0.26674,                0.63435,                 1.0346,                0.97431,                    0.8,                 0.9005,                0.50988,                  0.813,                  0.675,                0.73886,                0.48743,                 1.5417,                 2.4071,                0.02852,                0.70911,                 1.2135,               0.007525,               0.007525,               0.007525
                     52,                 1.1836,                 1.7846,                0.33556,                0.64454,                 1.0525,                0.97431,                    0.8,                 0.9005,                0.50988,                  0.813,                  0.675,                0.73886,                0.48743,                 1.5417,                 2.4071,                0.02852,                0.70911,                 1.2135,              0.0074755,              0.0074755,              0.0074755
                     53,                 1.1232,                 1.7444,                0.19489,                0.59149,                0.98714,                0.96918,                0.78644,                0.85769,                0.48026,                0.81625,                   0.65,                0.70521,                0.45589,                 1.6366,                 2.5138,                0.03406,                 0.7162,                 1.2277,               0.007426,               0.007426,               0.007426
                     54,                 1.1564,                 1.6069,                0.23365,                0.61235,                 1.0011,                0.88751,                0.78912,                0.81064,                0.47949,                  0.871,                  0.625,                0.68413,                0.46894,                 1.6925,                 2.4846,                0.02915,                0.72559,                 1.2603,              0.0073765,              0.0073765,              0.0073765
                     55,                 1.1053,                 1.4841,                0.19387,                0.59324,                 1.0047,                0.86042,                    0.8,                0.81965,                0.45637,                0.72598,                  0.675,                0.66198,                 0.4106,                 1.6895,                 2.8568,                0.02485,                0.77132,                 1.2897,               0.007327,               0.007327,               0.007327
                     56,                 1.0696,                 1.3569,                0.33399,                0.59802,                 1.0048,                0.86042,                    0.8,                0.81965,                0.45637,                0.72598,                  0.675,                0.66198,                 0.4106,                 1.6895,                 2.8568,                0.02485,                0.77132,                 1.2897,              0.0072775,              0.0072775,              0.0072775
                     57,                 1.0897,                 1.5259,                0.25048,                0.59885,                0.98661,                0.84293,                   0.85,                0.88178,                 0.5289,                0.72266,                  0.675,                0.71031,                0.52946,                 1.5255,                 2.3951,                0.02443,                0.72266,                 1.2592,               0.007228,               0.007228,               0.007228
                     58,                 1.1009,                 1.5336,                0.21184,                0.57885,                0.98125,                0.92449,                  0.875,                0.90538,                0.53227,                 0.7492,                    0.7,                0.72008,                0.55948,                 1.5381,                 2.4252,                0.01813,                0.73359,                 1.2638,              0.0071785,              0.0071785,              0.0071785
                     59,                 1.0141,                 1.3251,                0.17187,                0.55482,                0.96233,                0.92769,                   0.85,                0.92107,                0.53765,                0.79801,                0.69153,                0.72682,                0.55799,                 1.4968,                 2.2748,                0.02311,                0.69983,                 1.2415,               0.007129,               0.007129,               0.007129
                     60,                 1.0619,                 1.2751,                0.19567,                0.58072,                0.96911,                0.92769,                   0.85,                0.92107,                0.53765,                0.79801,                0.69153,                0.72682,                0.55799,                 1.4968,                 2.2748,                0.02311,                0.69983,                 1.2415,              0.0070795,              0.0070795,              0.0070795
                     61,                 1.0886,                 1.3958,                0.25197,                0.57136,                0.99847,                0.89421,                   0.85,                 0.8712,                 0.5022,                0.72411,                0.72184,                0.69261,                0.51109,                 1.5866,                 2.3563,                0.02334,                0.72177,                 1.2584,                0.00703,                0.00703,                0.00703
                     62,                 1.1394,                 1.3742,                0.23178,                0.61276,                 1.0468,                0.90202,                0.92074,                0.92565,                0.55156,                0.80774,                   0.75,                0.75523,                0.54616,                 1.5146,                 2.2871,                0.02359,                0.69572,                 1.2548,              0.0069805,              0.0069805,              0.0069805
                     63,                 1.1066,                 1.3943,                0.28926,                0.61461,                0.99751,                0.91863,                0.84685,                0.86419,                0.49884,                0.78293,                  0.725,                0.69933,                 0.4983,                 1.5913,                 2.4465,                0.02368,                0.74171,                  1.267,               0.006931,               0.006931,               0.006931
                     64,                 1.0163,                  1.172,                  0.201,                0.55215,                 0.9645,                0.91863,                0.84685,                0.86419,                0.49884,                0.78293,                  0.725,                0.69933,                 0.4983,                 1.5913,                 2.4465,                0.02368,                0.74171,                  1.267,              0.0068815,              0.0068815,              0.0068815
                     65,                 1.0366,                 1.0851,                 0.2297,                0.55269,                0.97925,                0.93521,                    0.8,                0.82351,                0.44274,                0.75465,                  0.725,                0.66905,                0.44715,                 1.6883,                 2.6873,                0.02828,                0.81342,                 1.3173,               0.006832,               0.006832,               0.006832
                     66,                 1.0558,                 1.2574,                0.23485,                0.58641,                0.97621,                0.94092,                    0.9,                0.92316,                0.54136,                0.78896,                   0.75,                0.72137,                0.55472,                 1.4584,                 2.2401,                0.02822,                0.68932,                 1.2106,              0.0067825,              0.0067825,              0.0067825
                     67,                 1.0442,                 1.2394,                0.17799,                0.57783,                0.98279,                0.91276,                  0.875,                0.88727,                0.53239,                0.82218,                  0.775,                0.75163,                0.52707,                 1.4998,                 2.1081,                0.03132,                0.70524,                 1.2131,               0.006733,               0.006733,               0.006733
                     68,                 1.1318,                 1.1606,                0.30149,                0.60128,                 1.0219,                0.91276,                  0.875,                0.88727,                0.53239,                0.82218,                  0.775,                0.75163,                0.52707,                 1.4998,                 2.1081,                0.03132,                0.70524,                 1.2131,              0.0066835,              0.0066835,              0.0066835
