                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                0.23154,                0.06046,                0.02735,                0.16618,                0.78073,                0.99795,                0.99787,                0.99458,                0.73071,                0.92316,                0.92313,                 0.9173,                0.88845,                 1.0972,                 0.8936,                0.00146,                 0.3913,                 1.1604,               0.003466,               0.003466,               0.003466
                     35,                0.22616,                0.06095,                0.02775,                0.16354,                0.77878,                0.99923,                0.99785,                0.99472,                0.73215,                 0.9282,                0.92696,                0.92622,                 0.9033,                 1.0926,                0.82876,                0.00151,                0.39591,                 1.1576,               0.003268,               0.003268,               0.003268
                     36,                  0.223,                0.05671,                0.02645,                 0.1619,                0.77912,                0.99929,                0.99776,                0.99472,                0.72366,                0.92714,                0.92643,                0.93052,                0.90171,                  1.103,                0.86915,                0.00117,                0.40039,                  1.172,                0.00307,                0.00307,                0.00307
                     37,                0.22125,                0.05821,                0.02604,                0.16127,                0.77903,                0.99785,                0.99766,                0.99455,                0.73473,                0.92484,                0.92475,                0.93394,                0.89933,                 1.0892,                 0.8935,                0.00135,                0.38716,                 1.1654,               0.002872,               0.002872,               0.002872
                     38,                 0.2186,                0.05623,                0.02533,                0.15947,                0.77727,                0.99869,                0.99772,                0.99479,                0.72989,                0.92281,                0.92192,                0.92762,                0.90124,                  1.101,                0.92124,                0.00106,                0.39377,                 1.1696,               0.002674,               0.002674,               0.002674
                     39,                0.21386,                0.05294,                0.02464,                0.15648,                0.77832,                0.99897,                0.99752,                0.99479,                0.73319,                0.92272,                 0.9219,                0.91043,                 0.8824,                 1.0963,                0.82876,                0.00123,                0.39859,                 1.1655,               0.002476,               0.002476,               0.002476
                     40,                 0.2106,                0.05493,                0.02507,                0.15509,                0.77637,                0.99813,                0.99795,                0.99463,                0.73137,                0.92147,                0.92136,                0.91796,                 0.8888,                 1.0973,                0.83534,                0.00095,                0.39868,                 1.1699,               0.002278,               0.002278,               0.002278
                     41,                0.20793,                0.05059,                0.02457,                0.15273,                0.77709,                0.99841,                0.99751,                0.99472,                 0.7253,                 0.9261,                0.92549,                0.92628,                0.88861,                 1.1065,                0.83134,                0.00106,                 0.3942,                 1.1772,                0.00208,                0.00208,                0.00208
                     42,                 0.2038,                0.05103,                0.02428,                0.15112,                0.77775,                 0.9988,                0.99776,                0.99467,                0.72592,                0.92813,                0.92718,                0.93715,                0.90128,                 1.1073,                0.86391,                 0.0009,                0.39798,                 1.1837,               0.001882,               0.001882,               0.001882
                     43,                0.20208,                0.05189,                0.02388,                0.14881,                0.77624,                0.99822,                 0.9975,                0.99477,                0.72984,                  0.926,                0.92535,                0.93714,                0.90055,                 1.1072,                0.83387,                  0.001,                0.39861,                 1.1817,               0.001684,               0.001684,               0.001684
                     44,                0.19815,                0.04652,                0.02265,                0.14661,                0.77612,                0.99841,                0.99787,                0.99474,                0.72748,                 0.9277,                0.92726,                0.94209,                0.91024,                 1.1061,                0.85787,                0.00089,                0.40028,                 1.1765,               0.001486,               0.001486,               0.001486
                     45,                0.19444,                0.04767,                0.02216,                0.14456,                0.77489,                0.99813,                0.99715,                0.99478,                0.72875,                 0.9244,                0.92352,                0.92873,                0.89012,                 1.1078,                0.85004,                0.00087,                0.40252,                 1.1824,               0.001288,               0.001288,               0.001288
                     46,                0.19308,                0.04625,                0.02217,                0.14325,                 0.7744,                0.99834,                0.99748,                0.99481,                0.72701,                0.92506,                0.92447,                0.93173,                0.89225,                  1.111,                0.85262,                0.00092,                  0.405,                 1.1926,                0.00109,                0.00109,                0.00109
                     47,                0.19052,                0.04562,                0.02192,                0.14149,                0.77531,                0.99832,                0.99755,                0.99478,                0.72808,                0.92881,                0.92812,                0.93252,                0.88939,                 1.1057,                0.82642,                0.00084,                0.40075,                  1.189,               0.000892,               0.000892,               0.000892
                     48,                0.18765,                0.04505,                0.02083,                0.13923,                0.77451,                0.99823,                0.99781,                0.99473,                0.72734,                0.92463,                0.92428,                0.92741,                0.88945,                 1.1082,                0.85454,                0.00087,                0.40285,                 1.1899,               0.000694,               0.000694,               0.000694
                     49,                0.18572,                0.04402,                0.02136,                0.13807,                0.77525,                 0.9985,                0.99746,                0.99479,                0.72821,                0.91682,                0.91587,                0.91294,                0.88566,                 1.1087,                0.85647,                0.00088,                0.40353,                 1.1947,               0.000496,               0.000496,               0.000496
