                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    112,                 0.3239,                0.43718,                0.26735,                0.84146,                0.93817,                0.91527,                0.98675,                0.93707,                0.93817,                0.91527,                0.98675,                0.84584,                0.34755,                0.73918,                0.39508,                0.81534,               0.002674,               0.002674,               0.002674
                    113,                0.30158,                0.45591,                0.24564,                0.81191,                0.93817,                0.91527,                0.98675,                0.93707,                0.93817,                0.91527,                0.98675,                0.84584,                0.34755,                0.73918,                0.39508,                0.81534,               0.002608,               0.002608,               0.002608
                    114,                0.30823,                0.41571,                0.27443,                0.85629,                0.93817,                0.91527,                0.98675,                0.93707,                0.93817,                0.91527,                0.98675,                0.84584,                0.34755,                0.73918,                0.39508,                0.81534,               0.002542,               0.002542,               0.002542
                    115,                0.29973,                0.42559,                0.24584,                0.81242,                0.92694,                0.93841,                0.99056,                0.94557,                0.92694,                0.93841,                0.99056,                0.84952,                0.34728,                0.76223,                0.38014,                 0.8184,               0.002476,               0.002476,               0.002476
                    116,                0.28751,                0.39658,                0.26416,                0.82529,                0.92694,                0.93841,                0.99056,                0.94557,                0.92694,                0.93841,                0.99056,                0.84952,                0.34728,                0.76223,                0.38014,                 0.8184,                0.00241,                0.00241,                0.00241
                    117,                0.30374,                0.42352,                0.22826,                 0.8365,                0.92694,                0.93841,                0.99056,                0.94557,                0.92694,                0.93841,                0.99056,                0.84952,                0.34728,                0.76223,                0.38014,                 0.8184,               0.002344,               0.002344,               0.002344
                    118,                0.29302,                0.40532,                0.24636,                0.80601,                0.92694,                0.93841,                0.99056,                0.94557,                0.92694,                0.93841,                0.99056,                0.84952,                0.34728,                0.76223,                0.38014,                 0.8184,               0.002278,               0.002278,               0.002278
                    119,                0.28495,                0.43142,                0.25475,                 0.8202,                0.93745,                0.94104,                0.99056,                0.95233,                0.93745,                0.94104,                0.99056,                0.85011,                0.33631,                0.76108,                 0.3613,                0.81625,               0.002212,               0.002212,               0.002212
                    120,                0.27413,                0.39069,                 0.2336,                0.81876,                0.93745,                0.94104,                0.99056,                0.95233,                0.93745,                0.94104,                0.99056,                0.85011,                0.33631,                0.76108,                 0.3613,                0.81625,               0.002146,               0.002146,               0.002146
                    121,                0.24994,                0.37366,                0.22419,                0.80802,                0.93745,                0.94104,                0.99056,                0.95233,                0.93745,                0.94104,                0.99056,                0.85011,                0.33631,                0.76108,                 0.3613,                0.81625,                0.00208,                0.00208,                0.00208
                    122,                0.26615,                0.41118,                0.24689,                0.78754,                0.93745,                0.94104,                0.99056,                0.95233,                0.93745,                0.94104,                0.99056,                0.85011,                0.33631,                0.76108,                 0.3613,                0.81625,               0.002014,               0.002014,               0.002014
                    123,                0.30221,                0.46128,                0.22526,                0.82002,                0.93749,                0.94078,                0.99056,                0.94922,                0.93749,                0.94078,                0.99056,                 0.8656,                 0.3314,                 0.7586,                0.34718,                0.81408,               0.001948,               0.001948,               0.001948
                    124,                 0.2599,                 0.3726,                0.21396,                0.81367,                0.93749,                0.94078,                0.99056,                0.94922,                0.93749,                0.94078,                0.99056,                 0.8656,                 0.3314,                 0.7586,                0.34718,                0.81408,               0.001882,               0.001882,               0.001882
                    125,                0.29744,                0.43172,                0.24229,                0.81788,                0.93749,                0.94078,                0.99056,                0.94922,                0.93749,                0.94078,                0.99056,                 0.8656,                 0.3314,                 0.7586,                0.34718,                0.81408,               0.001816,               0.001816,               0.001816
                    126,                0.29904,                 0.4197,                0.24973,                0.81865,                0.93749,                0.94078,                0.99056,                0.94922,                0.93749,                0.94078,                0.99056,                 0.8656,                 0.3314,                 0.7586,                0.34718,                0.81408,                0.00175,                0.00175,                0.00175
                    127,                0.28616,                0.49403,                 0.2624,                0.85082,                0.95556,                0.93913,                0.99222,                0.95075,                0.95556,                0.93913,                0.99222,                0.87037,                0.32426,                0.75093,                0.32325,                0.81314,               0.001684,               0.001684,               0.001684
                    128,                0.31316,                0.43882,                0.27317,                0.83657,                0.95556,                0.93913,                0.99222,                0.95075,                0.95556,                0.93913,                0.99222,                0.87037,                0.32426,                0.75093,                0.32325,                0.81314,               0.001618,               0.001618,               0.001618
                    129,                 0.2784,                0.38412,                0.21791,                0.81643,                0.95556,                0.93913,                0.99222,                0.95075,                0.95556,                0.93913,                0.99222,                0.87037,                0.32426,                0.75093,                0.32325,                0.81314,               0.001552,               0.001552,               0.001552
                    130,                0.29763,                0.44891,                0.24719,                0.84632,                0.95556,                0.93913,                0.99222,                0.95075,                0.95556,                0.93913,                0.99222,                0.87037,                0.32426,                0.75093,                0.32325,                0.81314,               0.001486,               0.001486,               0.001486
                    131,                0.28601,                0.41171,                0.24162,                0.82205,                0.95198,                0.92287,                0.99197,                0.95446,                0.95198,                0.92287,                0.99197,                0.86147,                0.31687,                0.74339,                0.33632,                0.81225,                0.00142,                0.00142,                0.00142
                    132,                0.27399,                0.38656,                0.21343,                0.81118,                0.95198,                0.92287,                0.99197,                0.95446,                0.95198,                0.92287,                0.99197,                0.86147,                0.31687,                0.74339,                0.33632,                0.81225,               0.001354,               0.001354,               0.001354
                    133,                0.29516,                0.40434,                0.24009,                 0.8238,                0.95198,                0.92287,                0.99197,                0.95446,                0.95198,                0.92287,                0.99197,                0.86147,                0.31687,                0.74339,                0.33632,                0.81225,               0.001288,               0.001288,               0.001288
                    134,                0.28013,                0.38332,                0.26381,                0.80759,                0.95198,                0.92287,                0.99197,                0.95446,                0.95198,                0.92287,                0.99197,                0.86147,                0.31687,                0.74339,                0.33632,                0.81225,               0.001222,               0.001222,               0.001222
                    135,                 0.2967,                0.43345,                0.23151,                0.83062,                0.94102,                0.90495,                0.99197,                0.95434,                0.94102,                0.90495,                0.99197,                0.87207,                0.31792,                0.73909,                0.36127,                0.81284,               0.001156,               0.001156,               0.001156
                    136,                0.27528,                0.41122,                0.23277,                0.80185,                0.94102,                0.90495,                0.99197,                0.95434,                0.94102,                0.90495,                0.99197,                0.87207,                0.31792,                0.73909,                0.36127,                0.81284,                0.00109,                0.00109,                0.00109
                    137,                 0.2982,                0.39565,                0.22568,                0.83107,                0.94102,                0.90495,                0.99197,                0.95434,                0.94102,                0.90495,                0.99197,                0.87207,                0.31792,                0.73909,                0.36127,                0.81284,               0.001024,               0.001024,               0.001024
                    138,                0.29531,                0.44298,                 0.2568,                0.81779,                0.94102,                0.90495,                0.99197,                0.95434,                0.94102,                0.90495,                0.99197,                0.87207,                0.31792,                0.73909,                0.36127,                0.81284,               0.000958,               0.000958,               0.000958
                    139,                0.27487,                0.39213,                0.23955,                0.79785,                0.91926,                0.90348,                0.99197,                0.95729,                0.91926,                0.90348,                0.99197,                0.87635,                0.31487,                0.72758,                0.37026,                0.81204,               0.000892,               0.000892,               0.000892
                    140,                0.26839,                0.42894,                0.22723,                 0.7928,                0.91926,                0.90348,                0.99197,                0.95729,                0.91926,                0.90348,                0.99197,                0.87635,                0.31487,                0.72758,                0.37026,                0.81204,               0.000826,               0.000826,               0.000826
                    141,                0.30041,                0.43959,                0.25218,                0.82655,                0.91926,                0.90348,                0.99197,                0.95729,                0.91926,                0.90348,                0.99197,                0.87635,                0.31487,                0.72758,                0.37026,                0.81204,                0.00076,                0.00076,                0.00076
                    142,                0.27635,                0.42729,                0.24785,                0.80512,                0.91926,                0.90348,                0.99197,                0.95729,                0.91926,                0.90348,                0.99197,                0.87635,                0.31487,                0.72758,                0.37026,                0.81204,               0.000694,               0.000694,               0.000694
                    143,                  0.261,                0.37526,                0.23696,                0.82682,                0.90883,                0.91525,                0.99197,                0.95488,                0.90883,                0.91525,                0.99197,                0.87524,                0.31545,                0.72052,                0.36587,                0.81189,               0.000628,               0.000628,               0.000628
                    144,                0.28023,                0.42792,                0.24519,                0.80886,                0.90883,                0.91525,                0.99197,                0.95488,                0.90883,                0.91525,                0.99197,                0.87524,                0.31545,                0.72052,                0.36587,                0.81189,               0.000562,               0.000562,               0.000562
                    145,                0.27546,                0.40159,                 0.2338,                0.82687,                0.90883,                0.91525,                0.99197,                0.95488,                0.90883,                0.91525,                0.99197,                0.87524,                0.31545,                0.72052,                0.36587,                0.81189,               0.000496,               0.000496,               0.000496
                    146,                0.27412,                 0.3874,                0.24292,                0.82187,                0.90883,                0.91525,                0.99197,                0.95488,                0.90883,                0.91525,                0.99197,                0.87524,                0.31545,                0.72052,                0.36587,                0.81189,                0.00043,                0.00043,                0.00043
                    147,                0.28008,                0.42136,                0.23207,                 0.8138,                0.91477,                0.91278,                0.99197,                0.95729,                0.91477,                0.91278,                0.99197,                0.87798,                0.31509,                0.71275,                0.36889,                0.81199,               0.000364,               0.000364,               0.000364
                    148,                0.28749,                0.39322,                0.22099,                 0.8142,                0.91477,                0.91278,                0.99197,                0.95729,                0.91477,                0.91278,                0.99197,                0.87798,                0.31509,                0.71275,                0.36889,                0.81199,               0.000298,               0.000298,               0.000298
                    149,                0.28014,                0.38077,                0.21301,                0.82109,                0.91477,                0.91278,                0.99197,                0.95729,                0.91477,                0.91278,                0.99197,                0.87798,                0.31509,                0.71275,                0.36889,                0.81199,               0.000232,               0.000232,               0.000232
