                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     75,                0.39191,                0.68386,                0.27083,                0.82817,                0.98469,                0.97564,                0.99326,                0.92762,                0.96287,                0.94981,                0.97239,                0.82735,                0.38491,                0.86482,                0.23858,                0.83693,               0.002674,               0.002674,               0.002674
                     76,                0.39391,                0.69828,                0.27029,                0.82914,                0.98797,                0.98224,                0.99335,                0.92797,                0.96243,                 0.9571,                0.97245,                0.82071,                0.38652,                0.86621,                0.23927,                0.83745,               0.002575,               0.002575,               0.002575
                     77,                0.38993,                0.68012,                0.26767,                0.82888,                0.98602,                0.98187,                0.99347,                0.92762,                0.95797,                0.95293,                0.97112,                0.82444,                0.38995,                0.86438,                0.24006,                0.83871,               0.002476,               0.002476,               0.002476
                     78,                0.39069,                0.67418,                 0.2687,                 0.8272,                0.98818,                0.97854,                0.99392,                 0.9281,                 0.9702,                0.94932,                0.97347,                0.82763,                0.38611,                0.86814,                0.23815,                0.83756,               0.002377,               0.002377,               0.002377
                     79,                0.38839,                0.67654,                 0.2672,                0.82874,                0.98658,                0.97893,                0.99373,                0.92882,                0.96941,                0.94953,                0.97339,                0.82528,                0.38162,                0.88679,                0.23415,                 0.8358,               0.002278,               0.002278,               0.002278
                     80,                0.38619,                0.65978,                0.26571,                 0.8259,                0.98768,                0.97841,                0.99354,                0.93046,                0.96599,                0.94895,                0.97392,                0.82937,                0.38203,                0.86245,                0.23407,                0.83624,               0.002179,               0.002179,               0.002179
                     81,                0.38513,                0.67217,                 0.2641,                0.82758,                0.98837,                0.98187,                0.99377,                0.92864,                0.96598,                 0.9545,                0.97292,                0.82666,                0.38208,                0.86465,                0.23492,                0.83593,                0.00208,                0.00208,                0.00208
                     82,                0.38368,                0.67192,                0.26543,                0.82632,                0.98769,                0.97955,                0.99375,                0.92731,                0.96484,                0.95419,                0.97283,                0.82848,                 0.3809,                0.83346,                 0.2343,                0.83725,               0.001981,               0.001981,               0.001981
                     83,                0.38169,                0.65763,                0.26238,                0.82583,                0.98898,                0.98113,                0.99393,                0.93118,                0.96487,                0.95191,                0.97304,                0.82958,                0.38056,                 0.8663,                 0.2316,                0.83467,               0.001882,               0.001882,               0.001882
                     84,                0.37648,                0.64831,                 0.2618,                0.82367,                0.98888,                0.97928,                 0.9939,                0.92973,                0.96668,                0.95528,                0.97406,                 0.8299,                0.37908,                0.84583,                 0.2338,                0.83521,               0.001783,               0.001783,               0.001783
                     85,                0.37651,                0.64697,                0.25916,                 0.8236,                0.98983,                0.97706,                0.99357,                0.93119,                0.96919,                0.95486,                0.97603,                0.83439,                0.37396,                0.85257,                  0.229,                0.83408,               0.001684,               0.001684,               0.001684
